k	a	set	resolving?
10	5	0040140244,0213112201,1010332200,0040140204,1010333214,0040032224,1010333234,0220132404,0214132204,0100132204,2312232104,4310132204,1010431304,1010434204,0213132204,4311102204,0030132204,2312232004,0040122204,0220132204,0040140243,0213112202	True
10	5	0241212023,0010411104,0241412132,0241413133,0010411143,0241212033,0101414333,0101414233,0011412133,4441412133,1343422133,3344312133,1343402133,3344012133,0010410133,0010411433,0131432133,3321112133,3344042113,1342412133,0241212020,0010411101	True
10	5	0001113144,2431122311,4432112243,2431411124,2431411104,1331312144,2431122144,2431102144,1331312134,0134112144,4431112144,0011112144,0240012144,0121112144,1331232044,1331232444,4431110144,2431414144,2431442144,0243112144,0001113140,2431122312	True
10	5	0042013121,0123413322,1312013023,0032011031,0042013421,2302013021,0122310021,0221013021,0032011011,2302014021,2324023021,0123113021,0123413021,4122013021,0122310041,2324203001,0122312021,2324033221,2320013021,1312043021,0042013120,0123413324	True
10	5	3301342133,4042343101,0040342132,1323441133,0143342233,3333342133,1323442033,4042343113,3333342123,4042340133,0044344133,0243342133,1323102143,1323442433,4013312133,1323132333,0143342133,4042042133,3303222133,4013342133,3301342130,4042343104	True
10	5	0012202014,2331412310,0212102311,2334242314,0102202414,4342202314,2322202314,2331301314,2334232334,0012202214,4342002314,4312202344,2331413314,4312202104,0013202314,4342020314,4312202124,1210202314,2331304314,2334232314,0012202013,2331412312	True
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000041	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000042	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000043	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000044	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000100	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000101	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000102	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000103	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000104	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000110	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000111	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000112	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000113	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000114	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000120	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000121	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000122	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000123	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000124	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000130	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000131	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000132	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000133	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000134	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000140	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000141	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000142	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000143	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000144	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000200	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000201	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000202	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000203	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000204	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000210	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000211	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000212	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000213	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000214	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000220	False
10	5	0000000000,0000000001,0000000002,0000000003,0000000004,0000000010,0000000011,0000000012,0000000013,0000000014,0000000020,0000000021,0000000022,0000000023,0000000024,0000000030,0000000031,0000000032,0000000033,0000000034,0000000040,0000000221	False
